0 1 25.8639 198.1958 23 67.2563
0 3 507.5659 248.6388 28.033 84.0991
0 4 356.7988 259.706 28.6551 85.9654
0 10 229.8664 213.2102 24.3923 73.177
0 13 270.7193 153.3389 23 57.3899
0 28 482.7311 241.8745 25.0592 75.1775
0 35 164.4775 162.0198 23 58.2862
0 41 328.5682 156.473 23 57.6957
0 43 62.0808 224.5862 25.31 75.9299
1 1 28.6059 197.8188 23 67.3921
1 3 510.9908 248.3414 28.0758 84.2275
1 4 356.5361 260.979 28.7233 86.17
1 10 234.0876 214.2745 24.4726 73.4178
1 13 275.582 153.9976 23 57.5636
1 28 485.5392 241.0476 25.3987 76.196
1 35 159.5157 162.5262 23 58.054
1 41 332.7947 157.003 23 57.9496
1 43 64.7842 226.258 25.3226 75.9679
2 1 32.0908 197.6472 23 67.5785
2 3 514.6225 247.9171 28.0993 84.298
2 4 356.6222 262.369 28.8011 86.4033
2 10 238.485 215.2105 24.545 73.6349
2 13 280.4761 154.5002 23 57.7067
2 28 488.1106 240.2451 25.739 77.2169
2 35 155.9376 163.0375 23 57.8415
2 41 336.9302 157.2304 23 58.137
2 43 68.1302 227.802 25.3413 76.0238
3 1 36.3416 197.6681 23 67.8134
3 3 518.4029 247.3777 28.1052 84.3157
3 4 356.9922 263.8378 28.8858 86.6574
3 10 243.0525 216.0412 24.6109 73.8328
3 13 285.3756 154.8453 23 57.8188
3 28 490.5354 239.4609 26.0799 78.2398
3 35 154.0007 163.5207 23 57.6461
3 37 92.0176 207.9598 23 67.8901
3 41 340.9813 157.2607 23 58.2788
3 43 71.9272 229.2234 25.3648 76.0944
4 1 41.3851 197.87 23 68.0949
4 3 522.2742 246.7351 28.0952 84.2857
4 4 357.5804 265.3461 28.9747 86.924
4 10 247.7854 216.7903 24.6719 74.0156
4 13 290.2545 155.0322 23 57.8994
4 28 492.9033 238.6886 26.4215 79.2644
4 35 153.9673 163.9421 23 57.465
4 36 13.4196 210.2084 23.1363 69.4088
4 37 96.5826 208.434 23 68.5121
4 41 344.9631 157.2016 23 58.3963
4 43 75.9774 230.5278 25.3921 76.1764
5 1 47.2521 198.2423 23 68.4211
5 3 526.1793 246.0016 28.071 84.213
5 4 358.32 266.8529 29.065 87.1949
5 10 252.6803 217.4826 24.7294 74.1881
5 13 295.0863 155.0607 23 57.9481
5 19 144.4854 201.9776 23.0554 69.1663
5 28 495.3035 237.9221 26.7634 80.2902
5 35 156.1052 164.2683 23 57.2954
5 36 21.0524 210.4936 23.1424 69.4272
5 37 101.7608 208.8225 23.0315 69.0945
5 41 348.8984 157.1615 23 58.5109
5 43 80.0782 231.7208 25.4222 76.2667
6 1 53.9771 198.7749 23 68.7904
6 3 530.0618 245.1894 28.0342 84.1025
6 4 359.1425 268.3159 29.1538 87.4615
6 10 257.7352 218.1433 24.785 74.3549
6 13 299.8447 154.9313 23 57.9649
6 15 193.927 160.7935 23 58.8213
6 19 149.2974 202.7149 23.0255 69.0766
6 28 497.8253 237.1553 27.1056 81.3169
6 36 27.9165 210.6806 23.138 69.4141
6 37 107.3847 209.1471 23.2132 69.6396
6 41 352.8174 157.2494 23 58.6443
6 43 84.0222 232.8083 25.4541 76.3622
7 1 61.5983 199.4585 23.0671 69.2014
7 3 533.8664 244.3108 27.9863 83.9589
7 4 359.9779 269.6912 29.2383 87.7148
7 10 262.9497 218.7983 24.8403 74.5209
7 13 304.5037 154.6455 23 57.9496
7 15 192.3558 161.0331 23 58.7754
7 19 154.399 203.5261 23.0015 69.0045
7 28 500.5574 236.3818 27.448 82.3439
7 36 34.0809 210.7845 23.1245 69.3736
7 37 113.2844 209.4301 23.3833 70.1499
7 41 356.7558 157.5301 23 58.8097
7 43 87.6076 233.7968 25.4866 76.4598
8 3 537.5387 243.3779 27.929 83.7869
8 4 360.7545 270.9335 29.3153 87.946
8 10 268.3253 219.4742 24.897 74.691
