7022 3 217.3447 214.1256 75.97 227.9101
7022 4 127.1588 212.6608 71.89 215.67
7022 5 384.1041 209.7368 75.8979 227.6938
7023 2 484.3876 214.1662 78.5241 235.5724
7023 3 221.6703 213.6398 75.3783 226.135
7023 4 122.803 213.1445 71.8551 215.5653
7023 5 387.8826 210.9023 76.2237 228.671
7024 2 486.1763 214.1543 78.4109 235.2328
7024 3 226.089 213.1971 74.8489 224.5467
7024 4 117.8906 213.6367 71.8156 215.4467
7024 5 391.5967 211.4879 76.3183 228.9548
7025 2 487.9741 213.9659 78.2153 234.646
7025 3 230.579 212.7875 74.3735 223.1204
7025 4 112.5636 214.1167 71.7638 215.2913
7025 5 395.1966 211.586 76.2202 228.6605
7025 7 599.0026 192.3061 58.4623 175.3868
7026 2 489.8361 213.6376 77.9548 233.8644
7026 3 235.1175 212.4011 73.9442 221.8327
7026 4 106.9683 214.5639 71.6921 215.0763
7026 5 398.6462 211.2994 75.9731 227.9194
7026 7 597.6312 191.6968 59.0349 177.1046
7027 2 491.8184 213.2064 77.6469 232.9407
7027 3 239.6806 212.0289 73.5536 220.6609
7027 4 101.2545 214.9572 71.5931 214.7792
7027 5 401.9224 210.7358 75.6235 226.8705
7027 7 596.2559 190.5913 59.9385 179.8156
7028 2 493.9778 212.7087 77.3089 231.9268
7028 3 244.2433 211.6621 73.1945 219.5835
7028 4 95.5752 215.2758 71.4592 214.3777
7028 5 405.0148 210.0027 75.2177 225.6532
7028 7 594.8767 192.7833 58.6443 175.933
7028 10 199.5381 178.1663 48.5018 145.5055
7029 2 496.3716 212.1801 76.9578 230.8733
7029 3 248.7793 211.2923 72.8598 218.5794
7029 4 90.086 215.4992 71.2834 213.8503
7029 5 407.9245 209.2044 74.801 224.403
7029 7 593.4935 193.4074 58.3959 175.1876
7029 10 199.5866 178.1634 48.4628 145.3884
7030 2 499.0581 211.6546 76.6097 229.829
7030 3 253.2612 210.9114 72.5429 217.6287
7030 4 84.9441 215.6071 71.0588 213.1765
7030 5 410.6618 208.4401 74.4166 223.2497
7030 10 199.636 178.1572 48.4386 145.3159
7031 2 502.0599 211.1534 76.2746 228.8237
7031 3 257.6602 210.5113 72.2373 216.7119
7031 4 80.303 215.5813 70.7794 212.3383
7031 5 413.2459 207.8003 74.1037 222.3112
7031 10 199.6806 178.1497 48.4286 145.2857
7032 2 505.329 210.6744 75.9511 227.8532
7032 3 261.9483 210.085 71.937 215.8109
7032 4 76.2481 215.4316 70.4512 211.3537
7032 5 415.711 207.3108 73.872 221.616
7032 9 577.1466 195.4556 54.1146 162.3439
7032 10 199.715 178.143 48.4319 145.2958
7033 2 508.8099 210.2129 75.6366 226.9097
7033 3 266.1204 209.633 71.6398 214.9195
7033 4 72.7913 215.1951 70.0918 210.2754
7033 5 418.0977 206.9506 73.7094 221.1283
7033 9 583.5442 195.3266 54.0082 162.0245
7033 10 199.7334 178.1391 48.4481 145.3443
