0 1 513.754 194.2397 24 71.4935
0 5 266.5344 265.209 28.5134 85.5401
0 6 664.5861 278.9877 29.8423 89.5269
1 1 511.324 196.1658 24 71.8599
1 5 273.6136 264.0159 28.3721 85.1164
1 6 654.1798 279.4923 29.9963 89.9888
2 1 508.8944 197.6951 24.0498 72.1495
2 5 280.5406 262.7033 28.2358 84.7073
2 6 644.0217 279.8473 30.1126 90.3379
3 1 506.4076 198.9188 24.1265 72.3796
3 5 287.3117 261.2896 28.1042 84.3127
3 6 634.0505 280.0652 30.1948 90.5843
4 1 503.802 199.9334 24.1893 72.5679
4 5 293.9244 259.7927 27.9776 83.9329
4 6 624.2021 280.1589 30.246 90.7379
5 1 501.0115 200.8399 24.2444 72.7332
5 5 300.378 258.2302 27.856 83.5681
5 6 614.4105 280.1422 30.2695 90.8084
6 1 497.9661 201.7422 24.2981 72.8944
6 5 306.673 256.619 27.7395 83.2184
6 6 604.608 280.0293 30.2684 90.8051
7 1 494.6041 202.7245 24.3557 73.0672
7 5 312.8111 254.9757 27.6281 82.8844
7 6 594.7253 279.8347 30.2456 90.7369
8 1 490.915 203.784 24.4169 73.2506
8 5 318.795 253.3161 27.5221 82.5663
8 6 584.6922 279.573 30.2041 90.6124
9 1 486.9022 204.8943 24.4799 73.4397
9 5 324.6289 251.6557 27.4215 82.2645
9 6 574.4371 279.2594 30.1466 90.4397
10 1 482.5707 206.0289 24.5432 73.6295
10 5 330.3174 250.0092 27.3265 81.9795
10 6 563.9015 278.9066 30.0755 90.2266
11 1 477.9268 207.16 24.6049 73.8146
11 5 335.8665 248.3908 27.2372 81.7117
11 6 553.1256 278.5124 29.9927 89.978
11 8 753.0002 366.2644 33.9235 101.7706
12 1 472.9791 208.2595 24.6633 73.9898
12 5 341.2811 246.8138 27.1539 81.4616
12 6 542.194 278.0682 29.8994 89.6981
12 8 752.2958 361.3864 33.9209 101.7627
13 1 467.7382 209.2981 24.7165 74.1496
13 5 346.544 245.2839 27.076 81.228
13 6 531.1915 277.5655 29.7968 89.3905
13 8 751.1611 356.5745 33.9032 101.7095
14 1 462.2173 210.2462 24.7628 74.2885
14 5 351.6208 243.8016 27.003 81.0089
14 6 520.2027 276.9964 29.6862 89.0587
14 8 749.6161 351.8432 33.8712 101.6136
15 1 456.4389 211.0801 24.8007 74.4022
15 3 739.5244 338.9372 34.5356 103.6068
15 5 356.4768 242.3671 26.9341 80.8023
15 6 509.3122 276.353 29.5687 88.7061
15 8 747.6795 347.2057 33.8258 101.4774
16 1 450.4528 211.8025 24.8305 74.4916
16 3 734.2062 336.8056 34.5534 103.6601
